11720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20475,0,0,0,0,0,2,3,16,72,84,36,26,43,45,56,48,40,19,0,0,0,12,0,1
20477,0,0,0,0,2,3,20,4,4,1,1,5,0,5,1,0,3,3,0,0,0,0,0,0
18990,0,0,0,0,0,0,0,1,15,22,193,14,13,13,40,22,12,7,0,0,0,0,1,0
18992,0,0,0,0,0,0,0,5,4,2,11,0,1,0,2,3,0,1,0,0,0,0,0,0
18995,0,0,0,0,0,0,0,4,1,2,0,4,0,6,8,2,0,0,0,0,1,0,0,0
18996,0,0,0,0,0,0,0,20,32,90,27,17,101,53,55,32,16,5,0,0,0,0,0,0
18997,0,0,0,0,0,0,2,3,16,8,13,12,4,5,15,9,4,5,1,0,0,1,0,0
18999,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15,0,0,0,0,0,0,0,0
20480,0,0,0,0,0,0,0,2,1,2,0,0,7,6,8,3,2,0,0,0,0,0,0,0
20481,0,0,0,0,0,0,23,56,124,267,98,52,67,79,145,29,10,0,0,0,2,6,0,0
16028,0,0,0,0,0,0,0,16,10,10,14,0,2,3,1,5,4,0,2,0,0,0,0,0
13194,0,0,0,0,0,0,4,62,49,97,71,87,24,53,171,106,12,2,0,0,0,0,0,0
16029,0,0,0,0,3,0,2,3,5,62,73,7,31,65,165,96,80,21,1,3,0,0,0,0
20485,0,0,0,0,0,0,0,3,3,10,6,1,13,17,17,21,27,31,21,5,3,0,0,0
13197,0,0,0,0,0,0,0,0,1,8,15,1,5,2,5,8,4,4,4,4,6,2,5,0
16030,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
16035,0,0,0,0,1,9,0,30,15,1,5,10,11,0,0,0,0,1,0,0,0,0,0,0
20495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0,0,0,0,0,0
20499,0,0,0,0,0,0,0,0,2,0,0,0,0,17,0,1,0,0,0,0,0,0,0,0
15316,0,0,0,0,0,0,0,14,19,3,23,3,7,5,2,2,0,0,0,0,0,0,0,0
15318,0,0,0,0,0,0,91,68,93,80,67,4,83,65,60,0,0,0,0,0,0,0,0,0
15327,0,0,0,0,0,0,17,16,22,14,41,10,7,9,10,18,3,0,0,0,0,0,0,0
16057,0,0,0,0,0,4,15,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0
14602,0,0,0,0,0,0,5,66,68,70,135,66,49,66,116,92,70,15,1,2,0,1,0,0
15333,0,0,0,0,0,9,11,4,7,2,14,9,12,7,1,3,0,0,0,0,0,0,0,0
15334,0,0,0,0,0,0,1,10,35,16,20,25,12,41,34,22,24,17,2,0,1,0,0,0
16064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16069,0,0,0,0,0,1,0,2,16,18,18,10,28,21,39,5,6,4,11,5,1,10,6,5
21900,0,0,0,0,0,0,3,25,15,15,22,17,12,5,17,17,0,0,0,0,0,0,0,0
