Badge,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24
29255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28526,0,0,0,0,0,12,10,7,4,5,4,6,1,9,5,0,0,5,1,0,0,0,0,0
25691,0,0,0,0,0,0,9,4,3,1,5,6,7,3,0,0,0,0,0,0,0,0,0,0
29256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28527,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
16944,0,0,0,0,0,0,0,0,20,4,23,4,2,11,12,10,13,6,0,1,0,1,0,0
25692,0,0,0,0,0,0,1,1,2,2,9,0,0,0,4,0,3,1,0,0,0,0,0,0
29257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17675,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
29259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25695,0,0,0,0,9,5,4,1,3,3,1,0,4,0,1,0,0,0,0,0,0,0,0,0
17677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25696,0,0,0,0,0,0,3,2,2,3,6,1,0,1,0,0,0,0,0,0,0,0,0,0
25698,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27802,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
29263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17680,0,0,0,0,0,0,0,0,6,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0
29264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17681,0,0,0,0,0,0,0,0,0,2,3,2,1,1,0,6,1,0,0,0,0,0,0,0
29265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28536,0,0,0,0,0,2,1,2,10,4,9,2,0,4,1,15,9,0,0,0,2,0,0,0
27807,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
29266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28538,0,0,0,0,0,0,0,0,8,9,20,9,2,2,3,12,21,0,7,0,0,0,0,0
17684,0,0,0,0,0,0,0,2,30,26,4,1,3,18,1,0,0,2,0,0,0,0,0,0
29268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17687,0,0,0,0,0,0,0,6,0,0,1,1,4,0,1,0,0,0,0,0,0,0,0,0
10424,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,3,8,2,0,0,0,0,0,0
11157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27810,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28542,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
29272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28543,0,0,0,0,0,0,0,10,37,49,46,23,12,12,0,0,0,0,0,0,0,0,0,0
29273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28544,0,0,0,0,0,0,53,77,41,17,11,34,20,21,16,42,37,0,0,0,0,0,0,0
27815,0,0,0,0,0,0,6,0,0,0,4,7,2,0,5,0,0,0,0,0,0,0,0,0
29274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
29275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28546,0,0,0,0,0,2,2,7,4,7,2,2,4,1,0,0,0,0,0,0,0,0,0,0
16963,0,0,0,0,0,0,0,1,451,918,372,563,7,2,0,2,6,219,1,1,258,636,1,0
29276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16964,0,0,0,0,0,0,0,0,25,26,28,18,10,13,17,32,1,0,0,0,0,0,0,0
17693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17696,0,0,0,0,0,0,38,9,1,0,18,0,0,6,13,0,0,0,0,0,0,0,0,0
17698,0,0,0,0,0,0,0,0,1,1,3,3,0,7,1,20,8,2,1,0,0,0,0,0
28550,0,0,0,0,0,0,1,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0
27821,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0
29280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28551,0,0,0,0,0,0,0,5,17,4,3,0,8,5,2,1,1,2,1,0,1,0,0,0
29281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28552,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28553,0,0,0,0,0,0,0,0,0,0,7,4,1,0,0,3,9,0,0,0,0,0,0,0
27824,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
29283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27825,0,1,0,0,0,0,0,0,1,10,7,12,13,17,3,4,10,2,18,4,1,0,1,1
29284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27826,0,0,0,0,0,0,0,2,11,1,3,1,1,1,3,3,0,0,0,0,0,0,0,0
29285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28556,0,0,0,0,0,0,0,2,2,2,8,3,0,12,5,4,9,1,0,0,0,0,0,0
27827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28557,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27828,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28558,0,0,0,0,0,0,0,0,2,0,1,0,0,0,3,0,1,2,6,5,5,8,0,0
29288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28559,0,0,0,0,0,0,0,0,0,3,2,0,6,1,2,4,1,3,0,0,1,0,0,0
29289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28560,0,0,0,0,0,0,0,4,7,8,7,1,1,1,0,2,3,2,4,2,0,0,0,0
27831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28564,0,0,0,0,0,0,0,0,4,9,9,0,14,7,2,0,0,0,0,0,0,0,0,0
19816,0,0,0,0,0,0,0,1,0,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0
27835,0,0,0,0,0,0,0,0,0,0,1,16,0,19,0,0,0,0,0,0,0,0,0,0
29294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28565,0,0,0,0,0,0,0,0,0,2,3,1,1,0,0,0,1,0,0,0,0,0,0,0
29295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28566,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0
29296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16984,0,0,0,0,0,0,5,26,31,20,37,47,33,40,10,0,0,0,0,0,0,0,0,0
29297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27839,0,0,0,0,0,0,0,0,1,44,103,3,5,14,15,36,35,23,0,0,0,0,0,0
29298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28569,0,0,0,0,2,2,0,0,3,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0
29299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16987,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
14010,0,0,0,0,0,0,0,0,7,51,34,32,17,60,15,37,37,0,0,0,0,0,0,0
21301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21303,0,0,0,0,0,0,0,0,6,4,7,4,5,0,0,1,0,0,0,0,0,0,0,0
21304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21306,0,0,0,0,0,0,0,2,20,6,2,10,7,1,7,1,0,0,0,0,0,0,0,0
21308,0,0,0,0,0,0,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0
14019,0,0,0,0,0,0,0,19,10,15,10,17,4,16,14,15,1,0,0,0,0,0,0,0
21309,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0
19820,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19821,0,0,0,0,0,0,0,15,0,0,0,2,4,0,2,1,1,2,1,0,0,0,0,0
27840,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0
28570,0,0,0,0,0,0,2,3,1,0,0,1,2,1,0,1,0,0,1,0,0,0,0,0
28572,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0
27843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27844,0,0,0,0,0,0,1,3,0,0,4,1,2,4,2,5,0,0,0,0,0,0,0,0
28574,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
28575,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,1,4,3,0,0,0,0,0
27846,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
28577,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19829,0,0,0,0,0,0,2,6,2,3,3,1,0,0,5,3,0,0,0,0,0,0,0,0
28579,0,0,0,0,0,0,2,5,2,0,1,0,3,0,0,0,1,0,0,1,0,0,0,0
16998,0,0,0,0,0,0,0,27,6,49,34,1,33,34,23,2,0,0,0,0,0,0,0,0
14020,0,0,0,0,0,2,2,8,1,8,4,0,5,6,2,5,0,0,0,0,0,0,0,0
14021,0,0,0,0,0,0,0,4,0,1,3,4,2,4,0,0,0,0,0,0,0,0,0,0
21313,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
21315,0,0,0,5,6,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0
21317,0,0,0,0,0,0,0,0,0,7,0,0,0,3,2,3,0,2,0,0,0,0,0,0
28580,0,0,0,0,0,0,2,3,3,10,0,1,1,3,1,2,0,0,0,0,0,0,0,0
27851,0,0,0,0,0,0,0,1,5,0,2,0,0,1,2,27,7,0,0,0,0,0,0,0
28581,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
28583,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
28585,0,0,0,0,0,0,0,3,2,2,6,1,1,0,1,1,1,0,0,0,0,0,0,0
28586,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27857,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0
28587,0,0,0,0,0,0,0,0,4,2,4,1,2,3,6,2,4,6,0,0,0,0,0,0
28589,0,0,0,0,0,0,0,6,16,16,26,7,13,6,9,10,3,0,0,0,0,0,0,0
21321,0,0,0,0,0,0,0,3,1,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0
14032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
21329,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19841,0,0,0,0,0,0,0,0,22,35,17,4,7,376,1,2,6,0,0,0,0,0,0,0
28590,0,0,0,0,0,0,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
19842,0,0,0,0,0,0,1,1,0,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0
27861,0,0,0,0,0,0,0,2,4,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0
28591,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27862,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28593,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,1,0,0,0,0,1,0
27864,0,0,0,0,0,3,4,90,5,1,28,27,20,3,4,0,0,0,0,0,0,0,0,0
28594,0,0,0,0,0,0,0,0,8,2,3,7,1,7,4,0,3,0,0,0,0,0,0,0
28595,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,23,1,0,0,0,0,0,0,0
27866,0,0,0,0,0,0,3,14,20,16,12,11,17,8,13,9,0,0,0,0,0,0,0,0
28596,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0
19848,0,0,0,0,0,0,0,9,3,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0
28597,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27868,0,0,0,0,0,0,5,10,12,28,11,23,10,28,10,21,48,16,6,6,9,7,0,0
28598,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,4,0,0,0,0,0,0,0,0
27869,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
28599,0,0,0,0,0,0,2,1,6,3,1,4,12,4,0,0,0,0,0,0,0,0,0,0
20600,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
20601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20602,0,0,0,0,0,0,1,1,0,0,2,15,14,0,3,0,0,0,0,0,0,0,0,0
20603,0,0,0,0,0,0,1,13,5,0,2,0,6,3,1,11,17,0,0,0,0,0,0,0
21333,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21336,0,0,0,0,0,0,0,1,8,10,21,23,31,39,61,45,37,6,0,0,0,0,0,0
20608,0,0,0,0,0,0,0,1,3,35,0,0,2,2,1,29,38,0,0,0,0,0,0,0
21338,0,0,0,0,0,0,1,27,25,8,4,1,1,20,31,32,7,20,0,1,0,0,1,0
19850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19851,0,0,0,0,0,0,0,0,5,26,1,0,0,1,0,0,0,0,0,0,0,0,0,0
27870,0,0,0,0,0,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27873,0,0,0,0,0,0,0,0,0,2,2,5,0,7,2,3,0,0,0,0,0,0,0,0
27874,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
27877,0,0,0,0,0,0,9,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
13320,0,0,0,0,0,0,0,0,3,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0
20611,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
21341,0,0,0,0,0,0,0,0,2,2,0,4,4,0,0,0,0,2,0,0,0,0,0,0
20613,0,0,0,0,0,0,0,0,1,3,3,2,1,21,26,7,9,10,1,0,0,0,0,0
21342,0,0,0,0,0,0,0,11,20,6,4,0,3,6,2,4,6,0,0,0,0,0,0,0
21343,0,0,0,0,0,0,1,12,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
14054,0,0,0,0,0,0,0,3,0,3,21,0,1,13,1,16,2,0,0,0,0,0,0,0
20617,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,7,0,2,1,0,0,0,0,0
21347,0,0,0,0,0,35,25,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0
20619,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21348,0,0,0,0,0,1,6,1,2,4,12,5,0,16,16,2,0,0,0,0,0,0,0,0
14059,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21349,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19861,0,0,0,0,0,0,7,3,5,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0
27886,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
27887,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
27889,0,0,0,0,0,0,0,10,12,0,4,1,5,1,1,1,5,0,0,0,0,0,0,0
20621,0,0,1,0,0,0,0,0,2,2,0,3,4,4,3,4,2,2,5,6,4,0,0,0
21350,0,0,0,0,0,5,11,9,0,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0
21351,0,0,0,0,0,0,0,0,14,4,6,0,1,0,0,0,0,0,0,0,0,0,0,0
20624,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
21353,0,0,0,0,0,0,0,0,0,7,1,2,0,3,6,0,0,0,0,0,0,1,0,0
21354,0,0,0,0,0,0,0,0,1,4,0,13,0,1,2,6,3,0,4,0,0,0,1,0
21355,0,0,0,0,0,0,5,3,2,2,0,3,0,0,0,0,2,0,0,0,0,0,0,0
20628,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
27890,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0
19875,0,0,0,0,0,0,0,0,20,3,9,8,9,26,6,10,6,0,0,0,0,0,0,0
27894,0,0,0,0,0,0,0,0,0,29,31,0,0,8,10,7,0,14,0,0,0,0,0,0
27895,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19877,0,0,0,0,0,0,0,5,26,20,11,2,8,4,6,15,26,3,0,0,0,0,0,0
27897,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27898,0,0,0,0,0,0,0,0,1,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0
27899,0,0,0,0,0,0,0,0,0,0,2,0,1,11,5,3,6,2,2,0,0,0,0,0
21365,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0
20637,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0
20639,0,0,0,0,0,0,1,0,2,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0
19886,0,0,0,0,0,0,3,2,1,0,1,5,1,1,0,1,1,0,0,0,0,0,0,0
20640,0,0,0,0,0,0,4,16,8,3,2,5,6,5,25,0,0,0,0,0,0,0,0,0
21370,0,0,0,0,0,0,0,0,1,1,1,2,1,0,2,0,0,1,0,0,0,0,0,0
14081,0,0,0,0,0,0,0,0,1,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0
20642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21373,0,0,0,0,0,0,0,0,0,1,1,1,1,3,10,15,1,0,0,0,0,6,3,0
20645,0,0,0,0,0,0,0,1,2,4,3,0,1,1,1,4,2,0,0,0,0,0,0,0
21374,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0
21375,0,0,0,0,0,0,0,17,14,19,8,2,19,28,5,3,0,0,0,0,0,0,0,0
20647,0,0,0,0,1,0,0,0,0,2,4,0,2,2,0,0,0,0,0,0,0,0,0,0
21376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11901,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0
20650,0,0,0,0,0,0,7,14,9,1,3,4,0,3,11,0,0,0,0,0,0,0,0,0
20651,0,0,0,0,0,0,0,0,0,1,2,3,5,9,9,2,2,0,3,0,0,0,0,0
21380,0,0,0,0,0,1,0,11,32,10,7,21,1,39,11,8,7,1,0,10,1,19,1,0
20653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21382,0,0,0,0,0,0,0,0,4,15,99,0,14,11,0,7,33,22,0,0,0,0,0,0
20655,0,0,0,0,0,0,0,1,5,0,1,0,0,1,0,1,2,1,0,0,0,0,0,0
20656,0,0,0,0,0,3,2,1,3,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0
21385,0,0,0,0,0,0,0,0,9,17,12,8,2,16,8,15,21,6,5,0,0,0,0,0
20658,0,0,0,0,0,0,8,0,3,1,2,2,0,4,0,0,0,0,0,0,0,0,0,0
21389,0,0,0,0,0,0,0,1,4,4,0,0,0,2,3,1,0,0,0,0,0,0,0,0
16202,0,0,0,0,4,3,3,0,1,4,1,4,3,2,3,0,1,0,0,0,0,0,0,0
11911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16207,6,8,11,5,0,7,11,21,86,86,69,179,395,117,95,608,769,37,32,10,29,29,29,14
21391,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
20663,0,0,0,0,0,0,0,0,4,17,12,54,20,17,23,15,14,0,0,0,0,0,0,0
12646,0,0,0,0,0,0,0,0,4,4,1,0,3,5,5,1,2,0,0,0,0,0,0,0
21394,0,0,0,0,0,0,0,0,1,2,3,0,16,4,3,6,3,0,0,0,0,0,0,0
20666,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21395,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21397,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0
20669,0,0,0,0,0,1,3,1,9,4,4,7,8,2,9,10,1,0,9,3,3,0,0,0
21398,0,0,0,0,0,0,5,7,4,1,7,2,0,2,3,1,1,0,0,0,0,0,0,0
16215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20671,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0
16217,0,0,0,0,2,5,0,16,18,12,1,20,11,40,5,0,0,0,0,0,0,0,0,0
20673,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12656,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,1,0,0,0,0,0,0,0,0
20675,0,0,0,0,18,27,11,35,26,32,11,8,10,0,0,0,0,0,0,0,0,0,0,0
20676,0,0,0,0,0,1,2,4,5,12,13,6,0,1,0,0,0,1,0,0,0,0,0,0
20678,0,0,0,0,0,1,2,4,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
16222,0,0,0,0,0,0,3,10,0,1,2,2,0,1,0,0,0,0,1,1,0,0,0,0
20680,0,0,0,0,0,0,0,2,1,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0
13392,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20682,0,0,0,0,0,11,29,44,17,10,33,43,25,26,39,36,3,3,9,3,1,0,0,0
20683,0,0,0,0,0,16,1,2,18,6,4,5,2,1,12,4,0,0,0,0,0,1,0,0
12665,0,0,0,0,0,0,0,1,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0
11937,0,0,0,0,0,0,0,0,8,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0
20685,0,0,0,0,0,0,1,5,0,0,1,1,5,0,0,0,0,0,0,1,0,0,0,0
13397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20687,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
15505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0
16236,0,0,0,0,0,0,5,5,3,1,4,1,1,4,2,1,0,0,0,0,0,0,0,0
