11720,0,0,0,0,0,0,0,11,13,16,7,5,14,20,14,18,10,0,0,0,0,0,0,0
13181,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20475,0,0,0,0,0,3,0,0,0,1,8,4,3,0,0,2,1,0,0,0,3,0,0,0
20477,0,0,0,0,0,6,0,1,3,19,4,4,1,0,2,3,3,0,0,0,0,0,0,0
18990,0,0,0,0,0,0,0,0,24,222,416,433,213,150,251,308,421,361,151,7,52,1,0,6
18992,0,0,0,0,0,0,0,0,0,1,9,0,2,0,1,0,0,0,2,0,0,0,0,0
18995,3,0,0,0,0,0,6,74,39,26,42,31,39,59,55,34,4,0,0,0,3,4,0,4
18996,0,0,0,0,0,0,0,39,40,48,27,13,36,49,45,37,32,7,0,0,0,0,0,0
18997,0,0,0,0,2,2,0,91,80,63,38,40,8,56,48,24,46,11,1,0,0,1,0,0
18999,0,0,0,0,0,0,0,7,1,1,2,1,2,0,2,0,0,0,0,0,0,0,0,0
20480,0,0,0,0,0,0,0,14,34,18,22,8,2,3,3,10,0,0,0,0,0,0,0,0
20481,0,0,0,0,0,0,35,51,101,72,27,23,37,45,53,32,0,0,0,0,0,0,0,0
16028,0,0,0,0,0,0,0,12,34,38,20,19,40,23,19,21,23,8,0,0,0,0,0,0
13194,0,0,0,0,0,0,6,128,79,96,199,108,77,151,98,87,53,12,0,0,0,0,0,0
16029,0,0,0,0,0,0,0,0,1,8,33,0,5,23,15,36,21,6,0,0,0,0,0,0
20485,0,0,0,0,0,0,0,1,12,8,13,6,31,19,9,13,10,7,7,13,2,0,0,0
13197,0,7,0,0,0,0,0,3,5,48,29,33,57,13,19,23,45,18,28,16,0,0,1,0
16030,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,2,0
16035,0,0,1,13,25,5,8,16,19,18,20,16,5,0,0,0,0,0,0,0,0,0,0,0
20495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
20499,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0
15316,0,0,0,0,0,0,1,4,9,6,26,3,10,1,5,12,3,0,0,0,0,2,0,0
15318,0,0,0,0,0,2,144,115,82,120,152,43,95,105,51,0,0,0,0,0,0,0,0,0
15327,0,0,0,1,0,1,34,12,26,22,45,9,5,13,27,10,7,0,0,0,0,0,0,0
16057,0,0,0,0,0,3,2,2,0,0,4,2,6,4,0,0,0,0,0,0,1,4,0,0
14602,0,0,0,0,0,0,3,39,22,51,45,19,43,60,45,65,14,4,11,0,0,0,0,0
15333,0,0,0,0,0,26,45,40,34,26,38,56,10,20,12,2,5,2,0,0,0,0,0,0
15334,0,0,0,0,0,0,0,9,18,5,19,5,10,17,18,14,4,6,0,0,0,0,0,0
16064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14608,6,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16069,1,0,0,0,0,0,2,2,6,11,6,8,6,4,4,9,7,6,3,2,2,11,0,0
21900,0,0,0,0,0,0,3,51,28,15,42,38,17,9,16,12,0,0,1,0,0,1,1,0
15340,0,0,0,0,0,0,0,7,2,0,10,1,0,5,7,6,3,0,0,0,0,0,0,0
14611,0,0,0,0,6,12,27,30,24,10,46,34,18,26,0,0,3,0,0,1,0,0,0,0
21901,0,0,0,1,7,1,3,18,6,4,11,7,10,7,1,0,2,0,0,0,1,1,0,0
21905,0,0,0,0,0,0,6,17,24,20,24,12,18,22,9,2,1,0,0,0,0,0,0,0
16074,0,0,0,0,0,2,2,4,34,3,12,7,11,15,26,147,121,24,4,2,0,0,0,0
21906,0,0,0,0,0,0,2,4,1,1,8,1,7,2,2,2,0,0,1,0,0,0,0,0
21909,0,0,0,0,0,0,0,0,7,11,4,19,4,5,2,0,1,0,0,0,2,6,1,0
26200,0,0,0,0,16,46,26,32,27,38,28,16,0,0,3,1,0,0,0,0,0,0,0,0
26201,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
14620,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26204,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,0,0,0,0,0,0,0,0,0
15351,0,0,0,0,0,0,4,173,278,255,157,163,185,251,324,237,13,0,0,14,0,0,0,0
16080,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
15352,0,0,0,0,0,0,0,2,30,50,55,10,33,32,48,24,131,38,0,0,9,17,1,1
21913,0,0,0,0,0,0,0,4,19,25,20,6,25,13,33,15,18,11,0,0,0,0,0,0
26206,0,0,0,0,0,0,21,68,19,38,82,11,45,34,41,22,7,0,0,0,0,0,0,0
21914,0,0,0,2,10,5,4,3,5,5,9,3,5,0,0,0,0,0,0,0,0,0,0,0
21916,0,0,0,0,0,0,0,0,2,1,1,13,1,0,17,2,7,2,0,0,0,0,0,0
26212,0,0,0,0,0,0,0,30,3,18,13,11,2,8,10,9,1,0,0,0,0,0,0,0
21920,0,0,0,0,0,0,0,4,11,6,12,10,41,3,11,20,12,0,0,0,4,4,6,0
26213,0,0,0,0,0,0,0,0,3,10,14,14,8,9,8,16,24,3,0,0,0,0,0,0
13902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21922,0,0,0,0,0,0,5,19,5,16,8,3,4,2,0,2,1,0,0,0,0,0,0,0
26215,0,0,0,0,0,0,0,0,0,9,17,3,0,8,5,0,0,4,0,0,0,0,0,0
