Badge,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24
11720,0,0,0,0,0,0,1,16,22,20,30,12,18,39,36,46,23,0,0,0,0,0,0,0
13181,0,0,0,0,0,0,0,3,17,6,2,0,0,0,1,0,1,0,0,0,0,0,0,0
20475,0,0,0,0,8,20,45,207,878,1125,1174,726,491,1026,920,1070,506,149,27,18,188,105,22,3
20477,0,0,0,1,11,33,22,32,18,49,11,18,15,9,15,3,11,6,0,2,2,4,0,0
18990,0,0,0,0,0,2,2,30,93,346,720,516,296,476,414,426,579,403,152,8,54,2,4,6
18992,0,0,0,0,0,3,1,7,20,22,51,20,5,23,11,19,12,3,35,0,0,0,0,0
18995,3,0,0,0,0,0,10,125,63,48,73,88,73,95,125,60,7,3,0,0,5,11,1,4
18996,0,0,0,0,0,3,4,202,406,385,580,588,347,385,398,343,346,34,2,0,0,0,0,0
18997,0,0,0,0,6,10,2,153,250,215,132,138,88,148,170,109,102,33,13,1,3,8,9,0
18999,0,0,0,0,0,0,1,31,9,7,11,9,9,3,29,37,1,5,0,0,0,0,0,0
20480,0,0,0,0,0,1,0,65,67,58,45,34,24,21,90,60,121,0,0,3,5,0,0,3
20481,0,0,0,0,0,0,216,398,480,574,320,158,318,347,495,269,18,7,19,16,7,6,0,0
16028,0,0,0,0,0,0,2,59,88,129,65,40,78,58,86,88,63,13,2,9,3,0,1,0
13194,0,0,0,0,0,0,67,833,893,1004,1250,1131,602,1004,1152,966,421,75,0,0,0,0,0,0
16029,0,0,0,0,3,0,2,6,94,379,963,39,163,891,737,408,831,141,4,4,0,0,0,0
20485,0,0,0,0,0,1,0,6,34,53,55,59,146,118,49,119,86,147,78,63,44,4,0,0
13197,0,7,0,0,0,6,6,13,18,109,83,104,122,89,65,102,127,113,87,20,9,12,7,0
16030,0,1,0,0,0,0,0,1,0,0,0,0,2,3,0,3,4,0,0,0,1,0,4,5
16035,0,0,1,22,41,28,10,62,67,24,28,35,22,0,0,0,2,1,0,0,0,0,0,0
20495,0,0,0,0,0,4,2,0,0,0,0,4,0,0,0,9,4,16,1,2,2,0,0,0
20499,0,0,0,0,0,12,2,2,23,5,13,35,38,73,24,13,6,16,10,35,3,0,7,0
15316,0,0,0,0,0,1,4,128,95,114,89,32,93,62,72,78,82,2,0,2,11,30,0,0
15318,0,0,0,0,0,6,698,429,476,455,407,99,436,423,262,1,0,0,0,0,0,0,0,0
15327,0,0,0,1,0,17,107,86,124,127,156,77,68,75,76,81,17,2,2,0,0,0,0,0
16057,0,0,0,0,0,31,51,14,0,3,37,6,36,32,14,1,0,0,1,0,1,5,0,0
14602,0,0,0,0,0,0,89,513,526,691,853,466,618,899,1024,1172,476,49,35,68,19,17,2,0
15333,0,0,8,4,0,65,93,149,90,80,100,122,81,71,51,15,28,3,0,0,0,0,0,0
15334,0,0,0,0,0,0,15,319,419,796,713,249,253,378,293,447,91,38,16,14,5,1,0,0
16064,0,0,0,0,0,8,0,0,0,2,5,3,17,2,5,0,34,1,0,0,0,0,0,0
14608,8,2,4,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16069,10,0,0,3,0,5,10,86,78,89,127,113,88,90,251,118,69,73,59,30,29,94,63,19
21900,0,0,0,0,0,0,22,227,100,114,184,133,122,59,69,121,17,1,2,1,2,1,1,0
15340,0,0,0,0,0,0,12,41,101,78,32,94,49,53,63,90,45,0,1,0,21,0,0,0
14611,0,0,0,0,10,49,92,92,74,73,117,135,98,93,31,4,6,4,5,6,0,0,0,0
21901,0,4,2,6,32,38,227,77,64,193,342,208,69,59,11,0,6,5,2,0,1,3,0,0
21905,0,0,0,0,0,6,60,114,107,71,86,78,84,72,85,50,21,0,0,0,0,0,0,0
16074,0,0,0,0,0,2,2,43,102,63,124,50,203,178,190,466,303,177,34,13,8,4,7,0
21906,0,0,0,0,0,3,12,106,43,67,68,35,51,61,31,15,10,0,1,2,0,0,0,0
21909,0,0,0,0,0,1,0,17,18,106,70,44,36,74,27,48,98,5,0,1,2,7,1,0
26200,0,0,4,20,94,172,125,111,123,122,151,152,112,29,21,11,3,0,14,0,0,0,0,0
26201,0,0,0,0,0,0,0,0,0,1,6,5,1,1,6,2,0,1,2,0,0,0,0,0
14620,0,0,0,0,0,0,2,6,4,9,3,0,0,5,0,0,0,0,0,0,0,0,0,0
26204,0,0,0,0,9,18,47,17,8,7,1,10,16,9,7,2,1,2,2,2,2,6,0,0
15351,0,0,0,0,0,4,26,1439,2133,2190,2691,1543,1956,2154,3219,2622,1008,137,5,35,17,16,7,0
16080,0,0,0,0,0,0,1,1,6,11,22,21,29,14,56,20,41,4,5,3,2,14,2,0
15352,117,12,4,0,1,5,10,79,881,637,567,322,580,643,604,653,756,483,24,7,169,223,175,308
21913,0,0,0,0,0,0,0,104,190,215,272,135,228,165,252,249,165,79,6,6,0,6,0,0
26206,0,0,0,0,0,0,171,330,371,292,288,96,124,237,165,104,7,0,0,0,0,0,0,0
21914,9,19,13,20,70,75,61,49,65,41,70,47,27,12,11,13,8,19,18,13,17,2,1,0
21916,0,0,0,0,0,0,0,8,13,8,11,38,3,15,49,18,17,9,1,0,1,2,0,0
26212,0,0,0,0,0,0,1,102,73,82,95,58,79,109,81,99,19,1,4,0,0,2,0,0
21920,0,0,0,0,0,0,1,23,41,130,101,50,99,62,78,63,28,2,0,0,10,4,6,5
26213,0,0,0,0,0,0,1,0,15,37,60,47,60,60,154,77,66,16,22,2,1,0,0,0
13902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21922,0,0,0,0,0,0,20,54,30,71,47,17,24,24,38,14,4,2,0,0,1,0,0,0
26215,0,0,0,0,0,0,0,0,1,15,23,13,6,8,5,3,0,4,0,0,0,0,0,0
16091,0,0,0,0,0,0,4,3,5,21,34,37,44,18,21,30,19,20,8,2,6,7,1,0
26217,0,0,0,0,0,0,0,0,17,20,14,11,30,30,18,49,26,25,0,0,0,11,1,0
21925,0,0,0,6,27,15,3,33,7,9,14,28,7,3,0,26,0,0,0,0,0,0,0,0
26218,0,0,0,0,0,0,0,3,63,81,98,55,9,78,72,42,18,0,0,0,0,0,0,0
26219,0,0,0,0,0,0,0,4,10,0,2,0,0,6,16,0,0,0,0,0,0,0,1,0
21927,0,0,0,0,0,0,4,64,91,138,138,53,68,147,74,98,69,28,7,1,0,0,0,0
15368,0,0,0,0,0,0,1,4,72,101,53,32,32,60,20,95,47,5,4,32,0,5,1,0
18200,0,0,0,0,0,0,0,15,54,16,110,36,18,60,32,95,58,0,2,0,0,0,0,0
18201,0,2,0,0,0,3,3,7,9,3,19,22,16,28,17,16,39,43,9,67,40,5,1,0
26220,0,0,0,3,3,45,79,55,25,15,39,17,25,17,6,0,0,2,1,0,0,0,0,0
18203,0,0,5,38,53,49,47,32,41,80,55,54,19,13,9,4,1,3,0,0,0,0,0,0
26222,0,0,0,0,0,0,0,81,140,146,146,119,182,137,135,4778,4877,0,1,0,0,0,0,0
14640,0,0,0,0,0,0,4,7,1,0,2,3,2,2,1,17,0,0,0,0,0,0,0,0
26223,0,0,0,0,0,0,8,35,26,11,22,7,13,23,26,22,7,2,1,1,0,0,0,0
18205,0,0,0,0,0,0,6,5,10,23,6,4,8,4,10,4,4,2,2,1,8,0,0,0
15373,3,0,0,2,2,1,3,99,476,473,392,474,414,547,534,444,391,149,13,16,30,18,26,8
26227,0,0,0,0,1,5,1,6,12,5,3,5,1,20,6,5,0,0,0,0,0,0,0,0
14645,0,0,0,0,7,0,43,91,58,46,54,40,42,80,83,117,27,35,49,65,145,155,40,19
15375,0,0,0,0,2,4,5,104,129,123,210,83,138,80,142,191,12,0,0,0,0,0,0,0
21936,0,0,1,126,66,55,44,33,31,64,90,80,51,44,22,3,0,0,0,0,0,1,0,0
21937,0,0,0,0,0,0,1,0,0,0,1,0,0,4,1,5,0,0,0,0,0,0,0,0
15379,0,1,0,1,0,2,8,55,78,86,66,55,34,47,41,74,42,16,0,0,0,1,2,2
18211,4,0,1,0,2,1,3,16,75,175,25,36,12,53,85,97,25,97,1,80,13,59,107,49
26230,0,1,0,0,1,0,46,112,161,360,290,440,305,298,346,468,121,83,17,1,7,1,6,11
18212,0,0,0,0,0,0,96,129,181,230,185,121,135,175,354,114,18,8,5,2,16,19,6,0
26231,0,0,0,0,0,0,0,1,9,42,60,24,34,33,46,69,36,46,29,2,0,0,0,0
25503,0,0,0,0,279,336,245,435,300,271,328,263,392,258,183,52,10,16,13,8,3,3,0,0
26232,27,11,2,4,0,0,21,27,75,127,323,216,158,294,630,319,272,131,7,1,5,22,10,21
21940,0,0,0,0,6,2,7,18,8,8,5,17,6,15,31,9,4,7,0,2,0,0,0,0
26233,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,14,13,17,1,0,0,0,0
26234,0,0,0,0,0,0,0,6,171,291,290,234,199,242,256,334,219,121,8,0,2,6,8,0
21942,0,0,0,0,2,43,2,9,5,17,11,20,6,7,0,1,3,4,2,1,6,3,0,0
25506,5,11,5,0,0,0,1,1,0,18,18,11,5,38,13,56,13,3,2,3,0,11,0,5
26235,0,0,0,0,0,0,5,26,48,19,31,11,38,290,24,34,31,10,0,0,34,0,0,0
18217,1,0,5,0,1,24,7,25,25,40,34,18,44,23,58,60,16,19,98,120,34,32,24,15
26236,0,0,0,0,0,0,0,4,91,61,69,39,51,49,90,24,30,106,0,6,2,0,0,0
26237,0,0,0,0,0,0,18,20,34,29,18,19,24,19,1,9,1,0,0,1,0,19,0,0
25508,16,0,0,0,0,0,4,1,53,277,345,294,195,274,230,400,359,191,190,95,31,11,15,15
25509,0,0,0,0,5,49,105,64,53,55,66,43,75,32,5,2,4,0,7,32,39,18,0,0
14656,0,0,0,0,1,0,0,5,5,6,14,25,16,26,28,33,20,16,5,14,12,28,7,0
18221,2,4,0,0,0,0,0,0,16,24,25,22,27,20,35,12,23,38,56,31,20,10,5,4
18222,0,0,0,0,0,0,3,9,23,44,38,31,7,19,21,30,18,10,4,0,0,0,3,0
25513,0,0,0,0,0,0,9,7,10,2,11,7,5,3,7,6,0,0,0,0,0,0,0,0
26242,16,4,7,8,4,2,0,1,1,1,0,0,3,32,39,12,11,20,5,12,3,11,7,11
25514,0,0,0,0,0,2,29,71,65,54,58,43,45,62,57,67,17,8,1,1,4,19,0,0
15390,0,0,0,0,0,0,2,30,80,83,92,62,59,89,77,69,65,34,10,3,2,0,0,0
18225,1,0,0,0,0,3,3,377,782,843,928,418,522,1212,778,1230,734,252,157,39,31,2,20,3
26244,0,0,0,0,2,1,1,0,5,1,1,2,0,0,1,1,8,0,1,0,0,0,0,0
25518,0,0,0,0,0,0,0,2,15,89,192,202,111,88,131,195,111,113,35,44,0,0,0,0
26249,1,2,1,0,0,0,33,62,95,70,83,38,116,92,63,53,32,4,2,18,9,9,19,8
15397,0,2,0,1,0,0,0,32,43,63,93,75,35,92,34,28,33,54,3,0,0,0,0,0
17500,0,0,0,0,0,0,0,1,0,3,7,6,4,4,10,2,9,0,0,0,0,0,0,0
17501,0,0,0,0,0,0,1,20,56,67,32,56,15,99,65,26,12,3,0,0,0,0,0,0
26250,0,0,0,1,1,8,55,66,96,53,52,73,48,60,48,13,3,8,0,2,0,0,0,0
17503,0,0,0,0,0,0,43,200,124,326,156,110,113,210,117,126,25,1,4,1,0,0,0,0
18232,0,0,0,0,5,3,1,11,55,115,46,9,13,53,57,67,10,0,0,0,0,0,0,0
25522,0,0,0,0,4,18,66,98,36,49,74,79,101,35,9,0,0,0,0,0,0,0,0,0
17504,33,0,2,0,3,0,0,10,40,103,57,54,38,57,73,79,104,84,41,36,21,7,38,29
25523,26,0,0,0,0,0,0,0,11,130,127,107,76,191,366,294,97,28,0,1,2,0,8,1
14671,0,0,0,0,0,0,3,2,171,259,411,238,153,386,500,792,637,570,190,29,13,1,0,0
18235,0,0,0,0,0,0,0,26,6,28,40,41,13,18,44,7,0,0,0,0,0,2,0,0
26254,0,0,0,0,0,0,0,4,6,4,6,0,5,39,1,14,2,2,0,7,2,1,2,0
17507,0,0,0,0,2,2,0,52,74,78,47,41,42,50,44,36,28,4,0,1,1,0,0,0
26255,0,0,0,0,0,0,0,43,35,18,21,18,16,19,24,26,1,0,0,0,0,0,0,0
18237,0,0,0,0,0,2,2,129,147,110,139,66,117,121,244,65,20,7,3,0,1,0,0,0
25528,0,0,0,1,0,0,0,0,34,20,1,1,13,7,0,9,19,46,0,0,7,0,0,0
26258,0,0,0,0,0,0,9,15,6,7,4,2,3,9,4,1,1,0,0,0,0,0,0,0
26259,0,0,0,0,0,0,0,0,18,11,14,18,37,40,29,23,20,3,2,0,0,0,0,0
14677,0,0,0,0,0,0,2,18,38,38,41,34,14,61,37,47,96,4,0,0,0,0,0,0
17510,0,0,0,6,5,68,169,142,85,63,86,78,206,228,117,2,19,34,29,15,10,3,0,0
17511,0,0,0,0,0,0,0,44,235,323,259,158,179,222,601,507,110,12,1,0,2,0,2,0
25530,0,0,0,0,0,0,0,28,114,180,206,91,103,129,299,206,32,0,0,0,0,0,0,0
17512,4,3,0,2,5,18,23,163,312,208,233,209,146,214,213,233,178,136,30,13,17,2,6,5
26262,0,0,0,0,0,13,42,34,34,28,15,2,9,13,4,0,0,1,0,0,0,0,0,0
26263,0,3,0,1,2,10,16,111,166,241,413,435,192,53,106,156,229,297,74,66,81,19,1,0
26264,0,1,0,70,87,2444,2207,3692,896,3399,1615,1174,2555,488,1128,1822,3877,277,87,511,3381,537,22,0
18246,0,0,0,0,2,1,3,66,36,36,66,115,47,205,155,247,81,20,1,15,6,13,68,10
26265,0,0,0,0,0,0,0,4,27,31,25,28,29,102,48,27,9,9,3,1,1,0,0,0
17518,0,0,0,0,0,0,2,4,35,46,73,121,101,28,31,12,30,14,19,6,3,5,9,0
26266,0,0,0,0,0,0,2,5,38,50,38,33,20,38,26,22,29,27,12,5,17,10,2,3
13957,142,28,34,20,14,14,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,11,36,52
26269,0,0,0,39,70,221,577,680,586,474,500,484,582,519,375,182,61,32,8,0,0,0,0,0
29101,0,0,0,0,0,4,8,13,22,2,10,6,8,5,7,2,0,0,0,0,0,0,0,0
29102,0,0,0,0,0,0,0,0,0,3,0,4,1,1,0,0,0,0,0,0,0,0,0,0
29103,0,0,0,0,1,1,1,9,6,12,2,7,8,4,2,0,0,0,0,1,3,1,0,0
29104,0,0,0,0,0,0,16,10,31,22,21,22,11,3,9,0,0,0,0,0,0,0,0,0
17521,0,0,0,0,0,0,0,2,4,55,138,33,37,60,195,44,69,46,11,2,14,1,0,0
18250,0,1,0,0,0,0,0,7,25,39,31,34,20,36,43,53,28,12,0,1,18,2,0,0
18251,0,0,90,272,59,69,69,47,25,25,65,50,102,31,65,4,1,0,8,12,6,0,0,0
26270,0,0,0,0,0,1,5,45,77,81,88,6,53,92,75,77,40,10,0,0,0,0,3,0
29106,0,0,0,0,0,0,0,20,8,18,26,19,21,13,22,18,1,0,0,0,0,0,0,0
26271,0,0,0,0,0,0,19,92,71,103,90,91,49,85,167,82,56,2,0,0,0,0,0,0
29107,0,0,0,0,12,8,3,0,1,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0
25543,3,0,0,0,15,55,8,2,10,38,60,14,44,66,41,49,30,25,19,6,4,0,0,30
29108,0,0,0,0,12,8,11,5,0,1,2,6,1,0,0,4,0,0,0,0,0,0,0,0
17525,0,0,0,2,6,28,56,66,26,27,55,46,33,33,7,0,0,0,0,0,0,0,0,0
26273,2,2,0,0,0,0,2,11,150,181,241,222,158,167,152,161,230,189,211,190,76,50,33,14
29109,0,0,0,0,1,5,24,13,14,7,5,10,7,9,0,0,1,0,0,0,0,0,0,0
26274,0,0,0,0,3,25,101,115,157,173,169,87,101,141,162,70,82,46,19,0,2,0,0,0
18257,0,0,0,0,41,173,294,237,152,228,153,179,161,49,20,14,16,5,2,12,0,0,0,0
26276,0,0,0,0,0,0,2,1,0,0,2,0,1,2,2,0,3,0,0,0,0,0,0,0
18258,2,3,2,13,18,28,50,159,156,117,192,107,98,83,82,84,59,57,22,20,22,16,7,2
25548,0,0,0,1,11,50,46,92,42,42,34,60,33,225,24,3,0,5,1,1,0,0,1,0
25549,0,0,0,0,0,0,0,16,33,14,16,19,6,16,12,16,11,0,0,0,0,0,0,0
26279,0,0,0,0,0,0,351,409,309,290,263,148,172,250,271,49,0,0,0,0,0,0,0,0
29110,0,0,0,0,0,0,0,0,23,34,11,3,6,14,17,3,1,0,0,0,0,11,0,0
29111,0,0,18,151,115,172,47,129,87,105,41,33,22,2,0,0,0,0,0,0,0,0,0,0
29112,0,0,0,0,0,0,15,45,41,56,31,51,38,104,11,35,28,5,4,0,0,1,0,0
16801,1,1,0,0,0,0,0,2,0,0,9,13,15,6,12,4,44,9,9,15,0,11,2,0
29114,0,0,0,0,0,0,0,8,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18260,0,0,0,0,0,0,0,0,0,7,31,17,7,22,7,36,7,1,0,0,0,0,2,2
25550,1,0,2,0,0,0,0,11,108,252,399,222,105,234,865,296,109,14,2,0,0,0,0,2
26280,0,0,0,0,16,13,41,58,52,40,43,43,29,7,0,0,0,0,0,0,0,0,0,0
18262,0,0,0,1,0,1,51,44,136,648,328,182,151,69,132,189,55,46,2,2,7,12,0,0
16805,2,0,0,0,3,8,19,449,466,449,414,155,341,444,418,393,283,85,31,11,3,21,13,2
25553,2,12,0,2,0,0,0,1,17,59,103,101,40,94,128,102,111,158,37,15,19,28,24,29
25554,0,0,0,0,0,0,4,1,14,36,65,40,21,61,84,102,33,10,0,0,0,0,0,0
29119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16807,0,0,0,0,0,1,0,64,78,50,87,34,32,72,106,39,1,0,1,3,0,2,0,0
17536,0,0,0,0,1,4,89,87,89,102,91,41,99,100,58,90,106,55,18,2,7,1,0,0
18265,0,0,0,0,0,0,0,22,90,40,52,17,32,32,42,18,12,1,0,0,6,4,0,0
25555,4,0,0,0,7,18,6,23,28,4,25,27,15,2,6,5,9,8,2,0,12,2,3,0
26285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
13974,0,0,0,5,6,41,88,207,142,134,138,80,108,77,92,58,10,2,0,0,0,0,0,0
25557,0,0,0,0,0,0,0,48,6,4,6,3,8,33,6,19,36,3,0,0,0,0,0,0
26286,0,0,0,0,0,0,0,8,22,109,155,62,33,87,43,57,72,34,27,20,4,9,0,0
18267,1,0,0,0,0,0,8,22,142,142,173,201,184,158,185,257,159,109,46,109,49,26,4,12
18268,0,0,0,0,0,0,8,22,14,40,47,34,32,61,20,9,10,2,2,0,0,7,0,0
25559,0,0,0,0,1,0,0,0,5,5,14,22,20,26,52,84,99,99,71,22,4,2,2,2
26288,0,0,0,0,0,22,20,13,42,20,18,35,6,1,0,0,0,0,0,0,0,0,0,0
26289,0,0,0,0,0,2,0,35,153,156,163,59,78,187,207,127,69,0,1,0,1,0,0,0
29121,0,0,0,3,2,9,5,1,4,13,9,23,6,3,0,0,0,0,0,0,0,0,0,0
17540,0,0,0,0,0,0,11,21,38,32,47,23,11,6,0,6,10,2,0,1,6,0,0,0
17543,0,0,0,0,0,0,0,0,2,1,2,18,3,0,0,12,0,0,0,0,0,0,0,0
25562,0,0,0,0,0,0,0,370,349,294,1177,295,876,1023,551,428,3,0,0,0,0,0,0,0
29127,0,0,0,0,0,0,0,0,0,0,17,2,0,1,0,0,0,0,0,0,0,0,0,0
17544,0,0,0,0,0,0,3,14,10,26,34,24,132,25,73,106,8,0,2,0,3,0,0,0
18273,0,0,0,13,2,126,233,160,134,56,164,149,177,134,102,28,4,11,4,0,0,4,0,0
26292,0,0,0,0,0,0,4,235,526,392,506,339,318,427,361,406,313,213,51,11,3,4,4,0
29128,0,0,0,0,0,0,0,0,4,4,1,2,0,5,2,1,4,0,0,0,0,0,0,0
26293,0,0,0,0,0,0,0,0,15,15,2,8,17,11,12,4,7,0,1,0,12,2,0,0
29129,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,3,0,0,0,0,0,0,0,0
17546,0,0,0,0,0,6,4,17,7,25,16,10,30,33,15,18,11,20,16,17,9,0,6,2
18275,5,1,0,0,5,0,3,8,56,194,275,221,116,302,316,174,224,151,47,5,3,1,2,2
26295,0,0,0,3,1,9,85,119,77,128,106,90,99,97,80,35,15,25,22,11,16,5,1,9
25567,0,0,0,0,0,0,3,27,39,21,51,20,12,36,44,33,43,26,0,8,0,0,0,0
26296,0,0,0,91,52,37,83,121,55,64,105,49,12,1,2,3,0,0,0,0,0,0,0,0
18278,0,0,0,0,0,0,1,10,18,14,46,5,6,10,35,26,12,22,6,19,4,0,0,1
26297,1,0,0,0,0,0,1,18,76,604,167,84,82,133,103,91,45,5,36,0,0,2,0,0
13987,0,0,0,5,139,250,190,151,65,72,130,82,65,13,0,1,0,0,0,0,0,0,0,0
28400,0,0,0,0,0,0,0,0,4,17,12,14,27,29,37,15,9,2,1,0,2,0,6,0
28401,0,0,0,0,0,0,0,14,5,10,22,13,9,8,10,7,6,1,0,1,1,8,5,0
29133,0,0,0,0,0,16,36,32,31,38,48,25,14,10,1,0,0,0,0,0,0,0,0,0
28404,0,0,0,0,0,0,0,16,60,55,106,12,12,61,40,40,68,4,0,0,0,3,0,0
28405,0,0,0,0,0,0,36,94,32,44,40,27,23,42,34,9,69,10,33,4,1,0,0,0
29135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17552,0,0,0,0,0,0,2,10,51,37,41,20,25,54,41,35,37,35,0,0,0,0,0,0
28407,0,0,0,0,0,0,0,2,3,1,0,3,11,6,29,11,41,4,9,0,1,0,0,0
16824,0,0,0,0,0,0,0,58,78,51,96,63,90,143,93,90,90,14,4,0,2,14,0,0
29137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28408,0,0,0,0,6,5,22,23,38,35,58,36,35,32,15,0,2,1,8,0,1,0,0,0
17554,0,0,0,0,0,0,0,0,6,22,33,27,155,85,49,62,53,259,101,45,13,646,831,0
18283,0,0,0,0,0,0,0,97,216,266,444,276,461,289,422,484,263,102,32,44,13,1,4,0
29138,0,0,0,0,0,0,0,9,21,13,17,10,11,20,9,17,0,0,0,0,0,0,0,0
28409,0,0,0,0,0,0,0,63,106,102,30,11,26,31,30,33,21,2,0,0,0,1,1,0
17555,0,0,0,0,0,1,10,34,35,41,24,39,11,29,39,40,18,22,3,0,1,0,0,0
25574,1,0,0,2,47,37,27,15,1,5,14,22,7,14,8,22,9,16,0,0,0,0,0,0
17556,0,0,0,0,0,0,0,0,3,6,7,4,0,2,7,3,2,0,0,0,0,0,0,0
18285,0,0,0,0,0,13,80,143,37,10,67,20,8,21,96,27,1,7,17,55,1,0,0,0
18287,0,0,0,0,0,0,0,47,138,189,180,239,151,166,165,140,80,81,24,1,1,0,0,0
25577,0,0,0,2,0,0,0,0,0,4,0,4,0,4,3,11,3,1,0,1,4,1,0,0
25579,0,0,3,7,5,5,1,5,2,0,9,8,9,0,0,0,0,0,1,0,0,0,0,0
28410,0,0,0,0,0,1,3,16,33,23,6,24,40,34,0,0,19,22,3,4,17,11,0,0
28412,0,0,0,0,0,0,18,63,37,38,43,28,26,42,35,43,32,0,2,0,0,0,0,0
29142,0,0,0,0,0,0,0,0,7,10,10,4,4,13,9,12,3,1,0,0,0,0,0,0
29143,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
28414,2,0,0,0,0,0,1,1,19,40,46,20,9,36,33,25,25,97,0,0,0,5,0,0
28415,0,0,0,0,0,0,3,37,34,54,20,3,56,29,64,75,0,0,0,0,0,0,0,0
18290,0,0,0,0,0,0,0,1,27,51,54,25,27,22,98,74,77,3,3,3,22,5,0,0
28416,0,2,0,0,0,0,3,70,103,113,83,99,42,127,148,97,196,20,1,0,6,0,0,0
29146,0,0,0,0,0,0,12,22,13,12,20,19,8,10,5,1,0,0,0,0,0,0,0,0
28417,0,0,0,1,1,49,47,59,52,44,65,50,29,20,12,0,1,1,1,0,0,0,0,0
28418,3,0,0,0,0,0,0,0,35,94,19,41,27,137,25,27,25,17,3,4,0,0,5,0
29149,0,0,0,0,0,0,0,1,9,4,5,7,5,17,14,14,0,0,0,0,0,0,0,0
17566,0,0,0,0,1,0,0,1,13,37,64,50,52,80,159,254,74,5,0,3,1,0,0,0
25585,0,0,0,0,0,0,0,8,116,100,97,91,22,246,38,84,198,11,3,1,1,20,8,2
17567,0,0,0,0,0,2,30,151,218,214,206,208,128,127,188,217,70,3,3,0,0,0,0,0
18296,0,0,0,0,0,0,0,28,51,36,56,30,92,80,42,21,22,2,0,0,1,0,0,0
11033,0,0,0,0,4,0,2,19,26,10,21,14,14,14,12,8,2,0,2,0,0,0,0,0
28420,0,0,0,0,0,0,0,1,12,50,61,42,18,38,73,74,52,9,5,0,0,0,0,0
29150,0,0,0,0,0,0,0,0,8,4,8,0,8,7,8,6,6,11,17,0,0,0,0,0
28421,0,0,0,0,0,0,253,644,964,625,586,182,278,895,694,844,56,0,0,0,0,17,2,0
28422,0,0,0,0,0,0,20,26,34,12,24,5,23,3,4,2,1,1,0,0,0,0,0,0
29152,0,0,0,0,0,0,0,1,14,14,45,5,6,63,3,6,8,1,0,0,0,0,0,0
28424,0,7,1,4,7,126,96,155,134,263,242,154,266,229,208,140,40,54,26,14,11,11,2,34
28425,0,0,0,0,0,0,0,7,1,36,15,43,3,11,23,23,28,23,4,0,3,0,1,1
16842,0,0,0,0,0,0,0,0,11,15,9,10,11,13,18,16,25,22,3,1,0,0,0,0
28426,0,0,0,0,0,0,0,57,81,121,120,66,64,109,65,123,64,27,0,2,18,0,0,0
29156,0,0,0,0,0,0,1,23,20,16,43,3,4,15,9,8,15,0,0,0,0,0,0,0
25592,0,0,0,0,2,4,7,56,35,107,132,105,76,88,109,62,2,0,4,1,11,0,0,0
29157,0,0,0,0,0,0,14,11,20,18,16,9,9,20,22,0,0,0,0,0,0,0,0,0
28428,13,11,0,0,0,0,0,1,9,27,53,43,31,60,30,44,39,60,29,2,0,8,1,16
17574,0,0,0,0,0,0,0,0,8,35,56,120,35,86,86,47,52,32,2,0,11,1,0,0
29158,0,0,0,0,0,6,3,13,7,13,8,4,2,4,3,0,0,0,0,0,0,0,0,0
28429,0,0,0,0,0,1,90,189,218,272,168,90,194,133,116,146,74,8,1,0,0,8,1,0
25594,0,0,0,0,0,0,0,68,171,204,140,91,77,181,175,97,130,85,8,2,4,3,1,0
29159,0,0,0,0,0,0,0,15,1,1,4,2,1,0,0,2,0,0,0,0,0,0,0,0
25595,0,0,0,0,6,15,3,102,280,293,169,109,100,193,205,228,192,99,33,3,9,2,0,0
17577,0,0,0,0,0,0,5,61,94,45,4,21,3,0,4,26,1,0,0,0,0,0,0,0
10319,0,0,0,0,0,0,2,2,6,1,10,2,27,39,6,18,19,4,0,0,0,0,2,0
27700,0,0,0,0,0,0,0,1,16,91,197,102,99,235,156,160,127,122,49,35,22,30,2,2
28430,0,0,0,0,0,0,0,113,157,79,140,96,67,104,136,205,187,115,26,0,0,1,5,0
27701,0,0,0,0,0,1,6,57,111,101,144,122,135,106,230,153,104,5,9,0,1,7,7,7
29160,0,0,0,0,0,2,42,51,44,22,42,15,23,24,17,33,22,6,0,0,8,0,0,0
28431,0,2,0,0,0,0,0,10,15,41,58,51,22,27,48,72,48,69,6,4,0,2,0,0
28432,0,0,0,0,0,0,0,15,73,82,97,70,31,67,51,92,78,51,15,50,8,0,3,0
